rep,id,eta_V,eta_Cl,eta_Emax,eta_H,eta_kdeg,eta_K
1,1,0,0.0319883538502238,0.180735705383226,0,0.181860060155498,0.285632433785007
2,1,0,0.0305697708888979,-0.686733154620244,0,0.168408115876805,-0.10325221272287
1,2,0,-0.673914834133696,0.31835518219976,0,-0.0940728838530374,0.314966542011432
2,2,0,-0.671635188687412,0.241342339454171,0,-0.102149610799282,0.27025532328209
1,3,0,0.46799507887884,-0.229263182495139,0,0.0399141466100263,-0.0599043257950922
2,3,0,0.464796393437994,-0.164214145130217,0,0.0455581830059699,-0.0369135820010513
1,4,0,0.669587768229503,0.0850737221583469,0,-0.051970993011339,0.0945355872511153
2,4,0,0.667130972177465,-0.0886287351797002,0,-0.0448962766724579,0.0352735460642595
1,5,0,0.472467481483589,-0.0733686125285864,0,-0.0511415849011281,0.267365024506668
2,5,0,0.471209103393649,-0.149494256596004,0,-0.0540219353649443,0.259751890485427
1,6,0,0.480154422418797,0.189296329336809,0,-0.122650938931062,0.114822905279579
2,6,0,0.480458915064583,0.306934472336811,0,-0.12501226891872,0.195623791325088
1,7,0,-0.283576096814657,-0.0902766120667042,0,0.148902729516223,0.0473958073132601
2,7,0,-0.284130762982553,-0.181117932224662,0,0.153549169109585,0.0272841713771887
1,8,0,0.901554200452271,-0.016256943927754,0,-0.0339611924311571,-0.146349205978704
2,8,0,0.901321183664886,0.158154365430466,0,-0.0309607160043714,-0.112962485847185
1,9,0,-0.156553802951048,0.265570559033211,0,0.0330672053249839,-0.208922622209263
2,9,0,-0.158292623535035,0.31014308938312,0,0.0374224197451352,-0.196688910768478
1,10,0,-0.189053224684075,-1.27233073973081,0,-0.0515146878721033,-0.413110406770783
2,10,0,-0.186723528043489,-0.779639662525005,0,-0.0566117693856123,-0.291232394297985
1,11,0,0.202009553045815,0.236945002156631,0,0.1224141884076,-0.157069183456875
2,11,0,0.200483219647421,0.0887161263015628,0,0.126945611012467,-0.2152200180641
1,12,0,-0.168907911329769,0.0107500191377223,0,0.0177701580696719,0.260284313411254
2,12,0,-0.17077353521321,-0.0236350048251879,0,0.0239705112622604,0.274212015030081
1,13,0,0.00405429297514887,0.00773296237086463,0,-0.368567000322928,0.0904134928439957
2,13,0,0.00727219845818977,0.03160499362561,0,-0.37097580429627,0.107996699855876
1,14,0,-0.355535265971827,0.387213883996777,0,0.0892840213419008,0.0305873135336003
2,14,0,-0.365409233920659,-0.146136767829223,0,0.072599640929969,-0.0975809294583498
1,15,0,0.0521181396269006,-0.120229557144802,0,-0.0875261256803779,0.220080833666005
2,15,0,0.0521072364367851,-0.185925464895686,0,-0.0771351457409022,0.147681940241696
1,16,0,0.0661050639842335,0.710450021033576,0,0.316654249204429,-0.18086121807359
2,16,0,0.0552568052186739,0.352164683114841,0,0.318307456770167,-0.239370760951757
1,17,0,-0.89125706130554,0.251849273675358,0,0.10680203524569,0.389274344083363
2,17,0,-0.894622789299772,0.173592032646916,0,0.091314544057816,0.461122256243563
1,18,0,0.047067824636628,0.179555759037804,0,0.000723537860973789,-0.138203764179194
2,18,0,0.0462906637322925,0.258484959790172,0,0.0019400091684183,-0.114019805272304
1,19,0,0.515290006467892,-0.146587928356251,0,0.0291229761931622,-0.00103585068722256
2,19,0,0.514327691444466,0.0631323201900198,0,0.0373349001136063,0.0376072063067647
1,20,0,0.253730561855967,0.145025894480012,0,-0.0204285594820433,0.253940278962898
2,20,0,0.254459183395937,0.0730609052239188,0,-0.0184153443461856,0.235035459230311
1,21,0,-0.0352159643756197,0.033705574587092,0,0.0620489650121969,0.0500320001891488
2,21,0,-0.0404206457684855,0.00967063480508124,0,0.0667748420693812,0.079075130199485
1,22,0,-0.226438585217852,0.086430776427223,0,0.012199736965701,0.415786162262027
2,22,0,-0.225081911689356,0.0767709171913573,0,0.0153899740309618,0.384333340098703
1,23,0,0.221357523376055,-0.169886924267891,0,0.0712911226025184,-0.437335864890974
2,23,0,0.217034546544849,-0.430695581021274,0,0.0699546713407155,-0.564342969757345
1,24,0,0.157646388871089,-0.254655745842165,0,0.0457555548107478,-0.312909783025467
2,24,0,0.16584957461378,-0.226275456162167,0,0.0416369251063089,-0.247249057948916
1,25,0,-0.420874916135859,-0.0363619364677135,0,-0.133908056765788,-0.0906697889985961
2,25,0,-0.392609746634294,-0.0448762128284184,0,-0.11876215155702,-0.11143496906171
1,26,0,0.140678488111997,0.226358674906017,0,-0.0163248821103441,-0.259033346677315
2,26,0,0.131367958343616,0.269935898926644,0,-0.0221033905129202,-0.26306894209255
1,27,0,-0.631822441798734,-0.0502632798834473,0,-0.0765028721430043,0.50455741677572
2,27,0,-0.634792157044671,-0.0336394208306103,0,-0.0821454720537547,0.498568374254883
1,28,0,0.212630855571519,0.347026745315015,0,-0.00618164438698443,-0.430350378227464
2,28,0,0.20747021315191,-0.0757569470885979,0,0.00666003652032621,-0.498733089058429
1,29,0,-0.268233611022738,-0.159411549099472,0,-0.0268547339839056,-0.337463807756381
2,29,0,-0.267363441794577,-0.324460452794368,0,-0.00336662988681291,-0.406504000607522
1,30,0,-0.591699641146268,0.0970345159554924,0,-0.168336834971796,0.303183150662827
2,30,0,-0.591166558093818,0.141919064738161,0,-0.17113111613111,0.284120824768952
