rep,id,eta_V,eta_Cl,eta_Emax,eta_H,eta_kdeg,eta_K
1,1,0,0.399491804502423,-0.415133579330821,0,0.0185753034980263,0.0445841591785716
2,1,0,0.401444236147848,-0.234381148620745,0,0.0104908207674772,0.105931926105249
1,2,0,-0.220193969825517,0.120801074210947,0,0.0637106735621324,0.272622979252845
2,2,0,-0.214467999666306,0.215303510082407,0,0.0598424402059123,0.288582290730937
1,3,0,-0.437909670383258,0.329411085352394,0,0.0803952256606237,-0.0916625255377593
2,3,0,-0.440491058044492,0.280429427465688,0,0.0816615978516673,-0.11589365883778
1,4,0,0.102411028975149,0.131039196883053,0,-0.0559179554912266,0.0118914566944099
2,4,0,0.100028147478932,-0.0837132696947727,0,-0.0473061433449955,-0.0606144489878782
1,5,0,-0.639168922739638,-0.0397520942415888,0,-0.0106060859787218,-0.478818404018083
2,5,0,-0.637667490139832,0.119396166391402,0,-0.0150584437693466,-0.448988515922304
1,6,0,0.477669814524295,-0.0161678252741631,0,-0.0839159230559416,0.38756503062392
2,6,0,0.481161724529501,0.0842049075848585,0,-0.0792118805674051,0.459454763970235
1,7,0,-0.340800913528357,-0.156091942511281,0,-0.0992829924966929,-0.418978220509212
2,7,0,-0.341920674170557,-0.205601184345221,0,-0.0990066415432311,-0.395400043981451
1,8,0,0.276084316292046,-0.270756458058598,0,0.12428645296007,0.196946993773816
2,8,0,0.271023337917317,-0.225482634054758,0,0.124769039764298,0.24224316759916
1,9,0,-0.345592865300346,-0.0608886256614927,0,-0.195800087023108,-0.229258721316521
2,9,0,-0.347435486395991,0.12698777413396,0,-0.198953130222264,-0.16993227226665
1,10,0,0.363844708153583,-0.0468765841821028,0,-0.0118117057237319,-0.759260269897235
2,10,0,0.369483712676867,0.337695927902127,0,0.0108675922596211,-0.647608473647335
1,11,0,-0.428118888825097,-0.0830648600578545,0,-0.0739581245724588,0.380212766941184
2,11,0,-0.432825239126116,-0.0699415132517363,0,-0.0718344476089108,0.390427716834135
1,12,0,-0.349059291492456,-0.216806874713297,0,-0.230842357955404,-0.096804063314881
2,12,0,-0.346315346419826,0.0612774829057283,0,-0.173394452640664,-0.0938828144027358
1,13,0,0.329048400388381,-0.00661525290404974,0,-0.0599379306389143,-0.0205088540222852
2,13,0,0.32895932833394,-0.00333747806836193,0,-0.0567432448636342,-0.0105125547736787
1,14,0,0.684861177522996,0.203645941923337,0,-0.0921272591895523,-0.0384574910413887
2,14,0,0.688003750895544,0.0898767801218145,0,-0.0930904898554887,-0.0576028452377655
1,15,0,0.473814954959465,0.00221945438098636,0,0.0535087414239361,0.398628710710707
2,15,0,0.469198188363795,-0.068849604448932,0,0.0630619551126452,0.349545803418635
1,16,0,-0.0282282155393364,-0.0952979887743606,0,0.151474027317419,0.0174381504198859
2,16,0,-0.0276652574412029,0.0903317358897056,0,0.161666211646958,0.0351171404658472
1,17,0,0.0149841150011856,-0.0243500706797963,0,-0.1376926252484,-0.531118296864171
2,17,0,0.0103958531462613,-0.0403517160627782,0,-0.12378834049276,-0.535717690166932
1,18,0,-0.0209988981423641,-0.140283004356741,0,0.0182705166994901,0.445608260508794
2,18,0,-0.0218510764085621,-0.119847225573775,0,0.0171271627631524,0.433678485254975
1,19,0,-0.444871674959601,-0.0770634972365833,0,-0.174710481189569,0.165437096034525
2,19,0,-0.448918650796765,-0.132373808064534,0,-0.165330546604186,0.0930851617108599
1,20,0,-0.472869826011967,0.25794062107412,0,0.199476133822363,0.0692448795379723
2,20,0,-0.468174789486933,0.416139024504366,0,0.210896893139936,0.16995235128889
1,21,0,0.46852245681134,-0.019443714950631,0,0.093341375123277,0.238707450864674
2,21,0,0.466622685215748,-0.0246045328773903,0,0.100681585557889,0.198387174281159
1,22,0,0.409143998660574,0.156731124042794,0,-0.051861358807527,0.0854246376360337
2,22,0,0.409711098219593,0.141639012498914,0,-0.0483344994213331,0.0890285718421313
1,23,0,-0.360020077274863,-0.125576224851445,0,0.219637080056639,0.701129386729805
2,23,0,-0.358735244356196,-0.149303331906914,0,0.212113192414869,0.654019187214283
1,24,0,-0.544509056749987,0.133814534213835,0,0.045961299915477,-0.384883732281927
2,24,0,-0.551904915103856,0.0179426028772003,0,0.0743585877674888,-0.346914993138614
1,25,0,-0.466734153001476,-0.0666984440909477,0,0.13173890343275,-0.185888713819833
2,25,0,-0.442692630820214,0.0541868190692441,0,0.150221190838291,-0.222682465764797
1,26,0,0.213241580907469,-0.0253546137113414,0,-0.038254789009545,0.12342839728743
2,26,0,0.212314647511241,-0.0327448018947383,0,-0.0435797978073045,0.134839640787229
1,27,0,-0.156903693293365,-0.145823898891852,0,0.0655415373368364,-0.082884847043747
2,27,0,-0.157293393828488,-0.306294192075173,0,0.0610365185970583,-0.151287327761978
1,28,0,0.580926317887561,0.108025025974229,0,0.0118205573535255,-0.122712774706294
2,28,0,0.580420409119939,0.0717080637624452,0,0.00990139957529523,-0.107995321775711
1,29,0,-0.366830016612495,0.0090363082359719,0,-0.0822509569954721,-0.258439256862308
2,29,0,-0.364342822594434,-0.0959421371637266,0,-0.0640437589711385,-0.319988487107572
1,30,0,0.801126214397868,0.0644495282374091,0,0.0386044653731055,-0.025753330582447
2,30,0,0.802620210040853,0.259536027220118,0,0.0338052806421512,0.055677107579756
