rep,id,eta_V,eta_Cl,eta_Emax,eta_H,eta_kdeg,eta_K
1,1,0,0.358869854204634,-0.27300071050313,0,0.217458587826274,-0.355394173464209
2,1,0,0.360254162674067,0.0780467923416381,0,0.218165036202539,-0.286645599357383
1,2,0,0.556936666658936,0.253689250143474,0,-0.0253933590131779,0.46643755042405
2,2,0,0.559615607177524,0.27282491408597,0,-0.0220622968818867,0.495349666979719
1,3,0,0.626922173064244,0.18793962176612,0,-0.113796959778994,0.346992265506564
2,3,0,0.623389503456952,0.119632541143819,0,-0.109135834011481,0.30262148735379
1,4,0,-0.376741362311461,0.0685942937960267,0,-0.0485508713678902,0.374319523025452
2,4,0,-0.375871619524654,0.0842711193512908,0,-0.0464879598935586,0.36685604317659
1,5,0,0.38219440554716,0.180095148315974,0,-0.137784877098815,0.284404394820226
2,5,0,0.381657296944544,0.0681119053310582,0,-0.149615872193652,0.336845377909306
1,6,0,-0.0180048599076906,-0.305005701645287,0,-0.270206197328053,-0.35330470417325
2,6,0,-0.0150121937943308,-0.227574259697047,0,-0.262797777806192,-0.336029020210637
1,7,0,0.13443665808791,0.543510242782613,0,-0.0858111802630526,-0.326384441835135
2,7,0,0.145582336440189,0.618126829666261,0,-0.0776990645824143,-0.250461731881421
1,8,0,0.227083275866455,0.319373995350123,0,0.0992028640897149,0.0951803587366455
2,8,0,0.225667906782973,-0.34309052317337,0,0.0851815960351399,-0.0710813065076414
1,9,0,-0.418057609286608,0.00153559067921449,0,0.0440423530630054,-0.358455458935377
2,9,0,-0.42082472518775,0.0684505840685858,0,0.0366341960457552,-0.412387408905473
1,10,0,0.0656802165758303,-0.00458079856632132,0,0.0578095841414787,0.186426258431441
2,10,0,0.0669358857776788,-0.13358502434788,0,0.0686498258700514,0.082849631804552
1,11,0,-0.18684395979964,-0.0672249966188971,0,-0.105490138216402,-0.346083910088439
2,11,0,-0.190645273786788,-0.162601064052948,0,-0.111047717801272,-0.379282011086293
1,12,0,-0.625637835175905,-0.188439756793752,0,0.143973819796262,-0.0177770854816253
2,12,0,-0.621518590595657,-0.0508900536345482,0,0.16607013950819,0.0118460491898211
1,13,0,-0.280665216602709,0.258928415220227,0,0.101958878253526,0.668796144701322
2,13,0,-0.279894108595168,0.285127291487818,0,0.100693708497256,0.710306578846426
1,14,0,0.499648880844772,0.270210195981221,0,0.0512281683848386,0.125077253112766
2,14,0,0.500601243034225,-0.134966365265287,0,0.0502819952225007,0.0201983306122177
1,15,0,-0.357049457952532,0.0596830836614757,0,-0.290035083725928,-0.0984664425228372
2,15,0,-0.357030027408148,-0.0131048994339515,0,-0.283943293817698,-0.116794351433123
1,16,0,0.0990582525324766,-0.18020636623141,0,0.144565337676721,0.105131114732783
2,16,0,0.0935128625943645,-0.0792796955293511,0,0.130432725331934,0.150342010290552
1,17,0,0.0123235063987821,0.0490113253562647,0,0.0116686793215417,-0.4622604525569
2,17,0,0.00539165562056843,-0.177765074560167,0,0.0320262463737961,-0.47628375558146
1,18,0,-0.530092879495535,0.280845468514391,0,-0.117014302006421,0.188775467118984
2,18,0,-0.535610484608085,0.380971448468813,0,-0.101954167857822,0.190922328285545
1,19,0,0.557302634741794,0.0556677454817898,0,-0.026778326305956,0.364933373607828
2,19,0,0.551895608562924,0.0646226140171375,0,-0.0244234403797694,0.346083485777656
1,20,0,0.0335931783041626,-1.1118917916979,0,0.169850978876648,0.0128259550418194
2,20,0,0.0357178732833293,-0.249426701136709,0,0.146546255354435,0.335530396794993
1,21,0,0.417869800070565,0.377926690082097,0,0.0410987786050214,-0.161943818518636
2,21,0,0.415200218195038,0.500117921940701,0,0.0451712240967408,-0.114360514729096
1,22,0,-0.932885391751542,-0.28741186039497,0,-0.0599565557094097,-0.283501408349076
2,22,0,-0.9280866909746,-0.377312364796218,0,-0.0948202153487814,-0.281278670858929
1,23,0,-0.179190516045692,-0.040839414212563,0,-0.185229420192158,0.0850782050944847
2,23,0,-0.180599395835106,-0.198739601517286,0,-0.183727378973468,0.0152286785940229
1,24,0,-0.0972885029809584,-0.563601548400596,0,0.0154636598950169,0.903583292501606
2,24,0,-0.0958232524030662,-1.37920597098289,0,0.0526085913901571,0.250130330849193
1,25,0,-0.156668623281143,0.412463782292404,0,-0.143075581539004,0.534616389873478
2,25,0,-0.156370634837144,0.347931053467928,0,-0.149812019769001,0.570500569151688
1,26,0,0.147336735466649,0.115649832736002,0,0.0609171929658612,-0.466209250485464
2,26,0,0.144169519806628,0.268738810963637,0,0.0281675769477914,-0.361302564216955
1,27,0,-0.276322518772108,0.0834373127313786,0,0.114974146721943,-0.500073131146423
2,27,0,-0.295953397749377,0.0757367239791247,0,0.107464541445491,-0.515636213243296
1,28,0,0.327468043351787,0.135841343896043,0,0.206773660334117,-0.450859426133889
2,28,0,0.324633557442673,-0.18041735864016,0,0.19611397805615,-0.375245574366259
1,29,0,-0.678102384877016,0.158572016316048,0,0.143042812384124,-0.611637077937663
2,29,0,-0.676731681533112,0.116600200349799,0,0.090701261587677,-0.524586370079048
1,30,0,0.679034904602696,-0.119760048695476,0,0.0465939153743351,0.193030015656727
2,30,0,0.678740214770659,-0.0350905722417352,0,0.0406066770351572,0.232954054459709
