rep,id,eta_V,eta_Cl,eta_Emax,eta_H,eta_kdeg,eta_K
1,1,0,0.296308372546508,0.327641823715524,0,0.0537621181901886,-0.165621655554113
2,1,0,0.295915501211513,0.444678126280527,0,0.0530938986135496,-0.152345464078362
1,2,0,0.122079455594467,0.315478930386695,0,0.0084276374502481,0.0578906910877014
2,2,0,0.12262451453429,0.263515479366671,0,0.00731904418335572,0.0485487314165559
1,3,0,-0.453922786344577,0.17433761649769,0,0.00253189873837845,-0.0956826736602961
2,3,0,-0.457512504020538,0.127923835588883,0,-0.0143978525098967,-0.0852355612532064
1,4,0,-0.21496210293023,0.214568718972107,0,-0.105219885731713,-0.248823501754217
2,4,0,-0.218222018084056,0.321495279962406,0,-0.100481473451112,-0.221117791954284
1,5,0,0.0208885213999644,0.0697446347492292,0,0.0508114284545824,-0.00723745012268673
2,5,0,0.0207487169274276,0.234586090536785,0,0.0570651395922221,0.0566124730717136
1,6,0,0.156305163132564,-0.125777714623435,0,0.0417032925941014,-0.280768059582924
2,6,0,0.153634770658048,-0.0145528980294518,0,0.0557692188960748,-0.30266527382658
1,7,0,-0.209529832620562,-0.128104628077653,0,0.0430898002829849,0.000717423648709192
2,7,0,-0.207446571934412,-0.118380565702187,0,0.0405724916988728,0.0309592362179207
1,8,0,0.280958769397858,-0.489873032711973,0,0.0791814548201117,0.0440825476339449
2,8,0,0.280888775363835,-0.369809240759864,0,0.0886656931035095,0.0399059859654808
1,9,0,0.396368499187273,0.381493845851262,0,-0.123926210456835,-0.347273186033538
2,9,0,0.396266007174712,0.368975385144774,0,-0.13449451246297,-0.340014749422105
1,10,0,-0.381282427093622,0.0310953313046216,0,0.140104647993002,0.130728508931352
2,10,0,-0.38230077172592,0.103803178878573,0,0.146743372797828,0.146251709641063
1,11,0,0.270074743130409,0.192025869252687,0,0.0274431379595579,-0.230015859716133
2,11,0,0.26074354807416,0.339689827655713,0,-0.0184861986981273,-0.126553186751244
1,12,0,0.0392551826766408,-0.0600691294001354,0,0.0490594382009977,-0.0930194021343356
2,12,0,0.0425882636919004,0.00133097819886174,0,0.0624531380158271,-0.103185890406912
1,13,0,-0.310964977757828,-0.224015190098013,0,0.193952202096923,-0.156650559875034
2,13,0,-0.311829688750799,-0.0371402444037106,0,0.202052087645546,-0.120261258044805
1,14,0,-0.0633412111735769,0.101517100527735,0,-0.134301798240578,0.349693240838234
2,14,0,-0.063170625889268,0.0361793633806027,0,-0.129057458268233,0.312800303167036
1,15,0,-0.635979259140678,0.168325358172662,0,-0.0213241849308952,0.49850060004359
2,15,0,-0.638103081751387,0.194533532660218,0,-0.00505411568644498,0.463715124306015
1,16,0,0.58826578912565,-0.314800258084498,0,-0.0687215144752975,-0.156648578686289
2,16,0,0.588414693082174,-0.0237921347632462,0,-0.0597738685799301,-0.104020973892821
1,17,0,-0.173250851712672,0.0832515856781093,0,0.0835645463975927,-0.644161948284169
2,17,0,-0.176456704629167,0.0623435217548671,0,0.11304027878026,-0.662937708440915
1,18,0,-0.825707011369083,-0.150735929643321,0,-0.282449818143322,0.0677647107102702
2,18,0,-0.827820498846465,-0.146849472111054,0,-0.270352375785234,0.0799590288579307
1,19,0,0.092899179431771,-0.00114660403856348,0,0.0296090629564816,0.531919576791818
2,19,0,0.091876371651631,-0.0296811697406234,0,0.0323546631649063,0.438677197369688
1,20,0,0.157775566602686,-0.0139626452604933,0,0.0372206871753018,0.240797799446759
2,20,0,0.162066757027104,-0.0997932852255659,0,0.0357384111558365,0.257436385123154
1,21,0,-0.555191504466667,-0.174133613132913,0,0.0298720790119498,0.156948446217671
2,21,0,-0.559877082426865,-0.191517955132598,0,0.0392880436113594,0.132173170084414
1,22,0,-0.125746593704264,-0.358609802551689,0,-0.0844030307978068,-0.0959156226968442
2,22,0,-0.123355889572561,-0.518772578612525,0,-0.0707397024949714,-0.181131671127759
1,23,0,0.722967777260179,0.2904811083695,0,0.0243166306912366,-0.0513471058776932
2,23,0,0.719508415206469,0.0862939963354421,0,0.0203506801911983,-0.119943266916524
1,24,0,0.616114054081014,-0.24063233082496,0,0.102678413067418,-0.0680702132041123
2,24,0,0.616509630951134,0.0971262287879657,0,0.107211954568638,0.0975425441978203
1,25,0,0.00266420395217387,-0.00279563618749989,0,0.0839183497072029,0.358738033158743
2,25,0,0.003061890040641,0.00602838078274637,0,0.0783365467672466,0.390080844386694
1,26,0,0.41996110232316,0.253354711542883,0,0.0761952791235363,0.484881101462307
2,26,0,0.423548244434408,0.111471758913749,0,0.0886307137458899,0.374939655946078
1,27,0,-0.257511273929807,-0.0244843239325441,0,-0.214304847497346,0.0906478176815882
2,27,0,-0.261515285854603,-0.0808065807168923,0,-0.2239101911611,0.0450681465022787
1,28,0,-0.05944724567374,0.39876673709661,0,-0.212241004465033,-0.49482556547221
2,28,0,-0.0610681588943571,0.0326079651427573,0,-0.207575312250025,-0.516349149301994
1,29,0,0.0505756891527388,-0.949294548466964,0,0.0850658928172974,-0.078541403204248
2,29,0,0.0515612017449669,-0.615786809888634,0,0.0657996280618289,0.0968200630459822
1,30,0,0.0368852793377269,-0.138999148093063,0,-0.0188755890936052,-0.034897846954028
2,30,0,0.036735931684367,-0.0363568605942124,0,-0.0230344515323522,0.0020805786721112
